datetime,J [mm/hr],Q [mm/hr],Storage [mm],Cl_obs [umol/L],D_obs [per mil],Cl_inj [umol/L],D_inj [per mil],L [mm/hr]
2014-08-25 09:00:00,16.858562872164452,2.2197221052631595,369.9775152666667,13.8001,-59.117285333333335,6915.0,743.2999999999998,369.9775152666667
2014-08-25 09:15:00,13.562542103223041,2.466357894736844,373.1366398,,,6915.0,743.2999999999998,373.1366398
2014-08-25 09:30:00,12.40880011158331,2.7746526315789475,375.7605644666667,,,6915.0,743.2999999999998,375.7605644666667
2014-08-25 09:45:00,11.93883376416149,3.0212884210526307,378.15558446666665,,,6915.0,743.2999999999998,378.15558446666665
2014-08-25 10:00:00,11.683873223183612,3.391242105263158,380.3647134000001,12.9317,-58.93915,6915.0,743.2999999999998,380.3647134000001
2014-08-25 10:15:00,12.065312336260098,3.8536842105263185,382.52523633333334,,,6915.0,743.2999999999998,382.52523633333334
2014-08-25 10:30:00,11.84354078772342,4.285296842105264,384.5625170666666,,,6915.0,743.2999999999998,384.5625170666666
2014-08-25 10:45:00,11.769804729238654,4.686079999999999,386.509304,,,6915.0,743.2999999999998,386.509304
2014-08-25 11:00:00,11.440469728037364,5.025204210526317,388.2750109333334,12.0577,-57.788552,6915.0,743.2999999999998,388.2750109333334
2014-08-25 11:15:00,10.825126800884668,5.751570526315787,389.8206470000001,,,6915.0,743.2999999999998,389.8206470000001
2014-08-25 11:30:00,11.848446608888523,6.853886315789493,391.13247219999994,,,6915.0,743.2999999999998,391.13247219999994
2014-08-25 11:45:00,13.17937996361052,7.404842105263173,392.64626793333343,,,6915.0,743.2999999999998,392.64626793333343
2014-08-25 12:00:00,25.49153921550286,7.99957052631579,395.79411319999997,12.4032,-58.571964,6915.0,743.2999999999998,395.79411319999997
2014-08-25 12:15:00,25.3980337639226,9.632842105263157,400.23437233333334,,,6915.0,743.2999999999998,400.23437233333334
2014-08-25 12:30:00,24.6096523756939,12.528210526315792,403.9025796666666,,,6915.0,743.2999999999998,403.9025796666666
2014-08-25 12:45:00,24.146745303537493,15.53928421052632,406.66639580000003,,,6915.0,743.2999999999998,406.66639580000003
2014-08-25 13:00:00,23.959773889139207,17.50964210526316,408.8295247333334,59.4176,-55.723446,6915.0,743.2999999999998,408.8295247333334
2014-08-25 13:15:00,25.332238896496808,19.179663157894733,410.71279620000007,,,6915.0,743.2999999999998,410.71279620000007
2014-08-25 13:30:00,0.0,17.145600000000016,408.7883804,,,13.699999999999996,-58.75,408.7883804
2014-08-25 13:45:00,0.0,11.61056842105264,405.0814114666666,,,13.699999999999996,-58.75,405.0814114666666
2014-08-25 14:00:00,0.0,10.022400000000012,402.2678914666667,702.8269,3.245573,13.699999999999996,-58.75,402.2678914666667
2014-08-25 14:15:00,0.0,9.34067368421052,399.73531586666667,,,13.699999999999996,-58.75,399.73531586666667
2014-08-25 14:30:00,0.0,8.65894736842104,397.42446946666666,,,13.699999999999996,-58.75,397.42446946666666
2014-08-25 14:45:00,0.0,8.084336842105264,395.2680289333333,,,13.699999999999996,-58.75,395.2680289333333
2014-08-25 15:00:00,0.0,7.498080000000014,393.25382186666667,647.1743,2.627661,13.699999999999996,-58.75,393.25382186666667
2014-08-25 15:15:00,0.0,6.900505263157913,391.3990006,,,13.699999999999996,-58.75,391.3990006
2014-08-25 15:30:00,0.0,6.2509978947368285,389.6943854666667,,,13.699999999999996,-58.75,389.6943854666667
2014-08-25 15:45:00,0.0,5.896993684210516,388.10267626666666,,,13.699999999999996,-58.75,388.10267626666666
